Author Last,Author First,Title,ISBN1,ISBN2,ISBN3,Pub City,Publisher,Pub Date,HEB ID,Subject Category,URL
Zontini, Elisabetta,"Transnational families, migration and gender: Moroccan and Filipino women in Bologna and Barcelona",,,,New York,Berghahn Books,2010-01-01,HEB08712.0001.001,Gender Studies,https://hdl.handle.net/2027/heb08712.0001.001,9781845458058
Jacobs, Margaret D.,"White mother to a dark race: settler colonialism, maternalism, and the removal of indigenous children in the American West and Australia, 1880-1940",,,,Lincoln,University of Nebraska Press,2009-01-01,HEB08861.0001.001,Comparative/World,https://hdl.handle.net/2027/heb08861.0001.001,9780803235168
Ross, Robert,Beyond the pale: essays on the history of colonial South Africa,,,,"[Middletown, Conn.]",Wesleyan University Press,1993-01-01,HEB08856.0001.001,African,https://hdl.handle.net/2027/heb08856.0001.001,9780819552587
Crockett, Clayton,Interstices of the sublime: theology and psychoanalytic theory,,,,New York,Fordham University Press,2007-01-01,HEB08864.0001.001,Philosophy,https://hdl.handle.net/2027/heb08864.0001.001,9780823227228
Bakhtin, M. M.,Problems of Dostoevsky's poetics,,,,Minneapolis,University of Minnesota Press,1984-01-01,HEB08865.0001.001,Literature,https://hdl.handle.net/2027/heb08865.0001.001,9780816681938
Burns, Shirley Stewart,"Bringing down the mountains: the impact of mountaintop removal surface coal mining on southern West Virginia communities, 1970-2004",,,,"Morgantown, W.Va.",West Virginia University Press,2007-01-01,HEB08897.0001.001,American: 1900-present,https://hdl.handle.net/2027/heb08897.0001.001,9781933202990
,,Cædmon's hymn and material culture in the world of Bede: six essays,,,,Morgantown,West Virginia University Press,2007-01-01,HEB08900.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb08900.0001.001,9781933202228
Irschick, Eugene F.,"Dialogue and history: constructing South India, 1795-1895",,,,Berkeley,University of California Press,1994-01-01,HEB08866.0001.001,Asian: South and Southeast,https://hdl.handle.net/2027/heb08866.0001.001,9780520084056
Huttner, Sidney F.,"A register of artists, engravers, booksellers, bookbinders, printers & publishers in New York City, 1821-42",,,,New York,Bibliographical Society of America,1993-01-01,HEB08870.0001.001,Bibliography,https://hdl.handle.net/2027/heb08870.0001.001,9780914930150
Samuels, Ernest,"[Henry Adams], Vol. 2",,,,Cambridge,Harvard University Press,1948-01-01,HEB09009.0002.001,American: 1789-1899,https://hdl.handle.net/2027/heb09009.0002.001,9780674432543
Samuels, Ernest,"[Henry Adams], Vol. 1",,,,Cambridge,Harvard University Press,1948-01-01,HEB09009.0001.001,American: 1789-1899,https://hdl.handle.net/2027/heb09009.0001.001,9780674966307
Boynton, Susan,"Shaping a monastic identity: liturgy & history at the Imperial Abbey of Farfa, 1000-1125",,,,Ithaca,Cornell University Press,2006-01-01,HEB09014.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb09014.0001.001,9780801443817
Douglas, Susan J.,Listening in: radio and the American imagination,,,,"Minneapolis, Minn.",University of Minnesota Press,2004-01-01,HEB09007.0001.001,Science & Technology,https://hdl.handle.net/2027/heb09007.0001.001,9780816696390
,,A new history of French literature,,,,"Cambridge, Mass.",Harvard University Press,1994-01-01,HEB09131.0001.001,Literature,https://hdl.handle.net/2027/heb09131.0001.001,9780674615663
Lewalski, Barbara Kiefer,Protestant poetics and the seventeenth-century religious lyric,,,,"Princeton, N.J.",Princeton University Press,1979-01-01,HEB09141.0001.001,Literature,https://hdl.handle.net/2027/heb09141.0001.001,9781400847709
Frank, Joseph,"Dostoevsky: the stir of liberation, 1860-1865",,,,"Princeton, N.J.",Princeton University Press,1986-01-01,HEB09134.0001.001,Literature,https://hdl.handle.net/2027/heb09134.0001.001,9781400844234
Frank, Joseph,"Dostoevsky: the seeds of revolt, 1821-1849",,,,"Princeton, N.J.",Princeton University Press,1976-01-01,HEB09144.0001.001,Literature,https://hdl.handle.net/2027/heb09144.0001.001,9781400844449
Frye, Northrop,Anatomy of criticism: four essays,,,,"Princeton, N.J.",Princeton University Press,2000-01-01,HEB09356.0001.001,Literature,https://hdl.handle.net/2027/heb09356.0001.001,9780691204253
Daumantas, Juozas,"Forest brothers: the account of an anti-Soviet Lithuanian freedom fighter, 1944-1948",,,,Budapest,Central European University Press,2009-01-01,HEB09350.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb09350.0001.001,9789639776586
Hunter, Virginia J.,"Policing Athens: social control in the Attic lawsuits, 420-320 B.C.",,,,"Princeton, N.J.",Princeton University Press,1994-01-01,HEB09405.0001.001,Legal,https://hdl.handle.net/2027/heb09405.0001.001,9780691656892
Goff, Frederick Richmond,Incunabula in American libraries: a supplement to the third census of fifteenth-century books recorded in North American collections (1964),,,,New York,Bibliographical Society of America,1972-01-01,HEB09412.0001.001,Bibliography,https://hdl.handle.net/2027/heb09412.0001.001
Rothberg, Michael,Multidirectional memory: remembering the Holocaust in the age of decolonization,,,,"Stanford, Calif.",Stanford University Press,2009-01-01,HEB30766.0001.001,Religion,https://hdl.handle.net/2027/heb30766.0001.001,9780804783330
Davis, Devra Lee,When smoke ran like water: tales of environmental deception and the battle against pollution,,,,New York,Basic Books,2004-01-01,HEB30885.0001.001,Environmental History,https://hdl.handle.net/2027/heb30885.0001.001,9780465015221
Chidester, David,"Salvation and suicide: Jim Jones, the Peoples Temple, and Jonestown",,,,Bloomington,Indiana University Press,2003-01-01,HEB30771.0001.001,Religion,https://hdl.handle.net/2027/heb30771.0001.001,9780253343246
Bal, Mieke,"Murder and difference: gender, genre, and scholarship on Sisera's death",,,,Bloomington,Indiana University Press,1992-01-01,HEB30774.0001.001,Religion,https://hdl.handle.net/2027/heb30774.0001.001,9780253339058
Stauter-Halsted, Keely,"The nation in the village: the genesis of peasant national identity in Austrian Poland, 1848-1914",,,,Ithaca,Cornell University Press,2004-01-01,HEB32177.0001.001,European: 1800-present,https://hdl.handle.net/2027/heb32177.0001.001,9781501702235
Dragostinova, Theodora,"Between two motherlands: nationality and emigration among the Greeks of Bulgaria, 1900-1949",,,,Ithaca,Cornell University Press,2011-01-01,HEB32175.0001.001,Central European,https://hdl.handle.net/2027/heb32175.0001.001,9780801461163
Bishop, Claire,Artificial hells: participatory art and the politics of spectatorship,,,,London,Verso,2012-01-01,HEB32115.0001.001,Art History,https://hdl.handle.net/2027/heb32115.0001.001,9781844677962
Michaels, Walter Benn,The shape of the signifier: 1967 to the end of history,,,,Princeton,Princeton University Press,2004-01-01,HEB32116.0001.001,Literature,https://hdl.handle.net/2027/heb32116.0001.001,9781400849598
Kassow, Samuel D.,"Who will write our history?: Emanuel Ringelblum, the Warsaw Ghetto, and the Oyneg Shabes Archive",,,,Bloomington,Indiana University Press,2007-01-01,HEB32485.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb32485.0001.001,9780253349088
Emmons, Terence,The formation of political parties and the first national elections in Russia,,,,"Cambridge, Mass.",Harvard University Press,1983-01-01,HEB32477.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb32477.0001.001,9780674333192
Shevchenko, Olga,Crisis and the everyday in postsocialist Moscow,,,,Bloomington,Indiana University Press,2009-01-01,HEB32482.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb32482.0001.001,9780253352484
Jensen, Claudia Rae,Musical cultures in seventeenth-century Russia,,,,Bloomington,Indiana University Press,2009-01-01,HEB32487.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb32487.0001.001,9780253353542
Kraus, Richard Curt,Brushes with power: modern politics and the Chinese art of calligraphy,,,,Berkeley,University of California Press,1991-01-01,HEB33059.0001.001,Asian: China and Inner Asia,https://hdl.handle.net/2027/heb33059.0001.001,9780520910898
Chodorow, Nancy,The reproduction of mothering: psychoanalysis and the sociology of gender : with a new preface,,,,Berkeley,University of California Press,1999-01-01,HEB33052.0001.001,Gender Studies,https://hdl.handle.net/2027/heb33052.0001.001,9780520221550
"Greenberg, Douglas (editor); Katz"," Douglas (editor); Katz, Stanley Nider (editor)",The life of learning: the Charles Homer Haskins lectures of the American Council of Learned Societies,,,,New York,Oxford University Press,1994-01-01,HEB32964.0001.001,American: Colonial to 1789,https://hdl.handle.net/2027/heb32964.0001.001,9780195359398
Jones, Howard Mumford,The pursuit of happiness,,,,Cambridge,Harvard University Press,1953-01-01,HEB32949.0001.001,Literature,https://hdl.handle.net/2027/heb32949.0001.001,9780674599000
Rule, John C,"A world of paper: Louis XIV, Colbert de Torcy, and the rise of the information state",,,,Montreal,McGill-Queen's University Press,2014-01-01,HEB33473.0001.001,European: 1400-1800,https://hdl.handle.net/2027/heb33473.0001.001,9780773592148
Wilson, David A.,Thomas D'Arcy McGee,,,,Montréal,McGill-Queen's University Press,2008-01-01,HEB33471.0001.001,European: 1800-present,https://hdl.handle.net/2027/heb33471.0001.001,9780773575141
Diethe, Carol,Towards emancipation: German women writers of the nineteenth century,,,,New York,Berghahn Books,1998-01-01,HEB08651.0001.001,Gender Studies,https://hdl.handle.net/2027/heb08651.0001.001,9781571819338
Konrad, Monica,"Nameless relations: anonymity, Melanesia and reproductive gift exchange between British ova donors and recipients",,,,New York,Berghahn Books,2006-01-01,HEB08678.0001.001,Anthropology,https://hdl.handle.net/2027/heb08678.0001.001,9781845450403
Draitser, Emil,Shush!: growing up Jewish under Stalin : a memoir,,,,Berkeley,University of California Press,2008-01-01,HEB33867.0001.001,Jewish Studies,https://hdl.handle.net/2027/heb33867.0001.001,9780520942257
Contreras, Randol,"The stickup kids: race, drugs, violence, and the American dream",,,,Berkeley,University of California Press,2013-01-01,HEB33911.0001.001,Race,https://hdl.handle.net/2027/heb33911.0001.001,9780520953574
Schmidt, Leigh Eric,Restless souls: the making of American spirituality,,,,Berkeley,University of California Press,2012-01-01,HEB33908.0001.001,Religion,https://hdl.handle.net/2027/heb33908.0001.001,9780520954113
Paxson, Heather,The life of cheese: crafting food and value in America,,,,Berkeley,University of California Press,2013-01-01,HEB33910.0001.001,Anthropology,https://hdl.handle.net/2027/heb33910.0001.001,9780520954021
Katten, Michael,Colonial lists/Indian power: identity politics in nineteenth century Telugu-speaking India,,,,New York,Columbia University Press,2009-01-01,HEB99010.0001.001,Asian: South and Southeast,https://hdl.handle.net/2027/heb99010.0001.001,9780231503754
Lowengard, Sarah,The creation of color in eighteenth-century Europe,,,,New York,Columbia University Press,2008-01-01,HEB99017.0001.001,European: 1400-1800,https://hdl.handle.net/2027/heb99017.0001.001,9780231503693
Hodgdon, Tim,"Manhood in the Age of Aquarius: masculinity in two countercultural communities, 1965-83",,,,New York,Columbia University Press,2009-01-01,HEB99020.0001.001,American: 1900-present,https://hdl.handle.net/2027/heb99020.0001.001,9780231509527
Holler, Jacqueline,"Escogidas plantas: nuns and beatas in Mexico City, 1531-1601",,,,"New York, N.Y.",Columbia University Press,2008-01-01,HEB99009.0001.001,Latin American,https://hdl.handle.net/2027/heb99009.0001.001,9780231503747
Maxwell, William J.,F.B. Eyes: How J. Edgar Hoover’s Ghostreaders Framed African American Literature,,,,"Princeton, New Jersey",Princeton University Press,2014-01-01,HEB34112.0001.001,,https://hdl.handle.net/2027/heb34112.0001.001,9781400852062
Hollinger, David A.,After Cloven Tongues of Fire: Protestant Liberalism in Modern American History,,,,"Princeton, New Jersey",Princeton University Press,2013-01-01,HEB34109.0001.001,,https://hdl.handle.net/2027/heb34109.0001.001,9781400845996
"Massey, Douglas S.; Albright, Len; Casciano, Rebecca; Derickson, Elizabeth; Kinsey"," Douglas S.; Albright, Len; Casciano, Rebecca; Derickson, Elizabeth; Kinsey, David N.",Climbing Mount Laurel: The Struggle for Affordable Housing and Social Mobility in an American Suburb,,,,"Princeton, New Jersey",Princeton University Press,2013-01-01,HEB34108.0001.001,,https://hdl.handle.net/2027/heb34108.0001.001,9781400846047
Roy, Sara,Hamas and Civil Society in Gaza: Engaging the Islamist Social Sector,,,,"Princeton, New Jersey",Princeton University Press,2013-01-01,HEB34111.0001.001,,https://hdl.handle.net/2027/heb34111.0001.001,9781400848942
Bail, Christopher,Terrified: How Anti-Muslim Fringe Organizations Became Mainstream,,,,"Princeton, New Jersey",Princeton University Press,2014-01-01,HEB34115.0001.001,,https://hdl.handle.net/2027/heb34115.0001.001,9781400852628
Herbst, Jeffrey,States and Power in Africa: Comparative Lessons in Authority and Control,,,,"Princeton, New Jersey",Princeton University Press,2014-01-01,HEB34113.0001.001,,https://hdl.handle.net/2027/heb34113.0001.001,9781400852321
Wu, Ellen D.,The Color of Success: Asian Americans and the Origins of the Model Minority,,,,"Princeton, New Jersey",Princeton University Press,2013-01-01,HEB34110.0001.001,,https://hdl.handle.net/2027/heb34110.0001.001,9781400848874
Ruef, Martin,Between Slavery and Capitalism: The Legacy of Emancipation in the American South,,,,"Princeton, New Jersey",Princeton University Press,2014-01-01,HEB34117.0001.001,,https://hdl.handle.net/2027/heb34117.0001.001,9781400852642
Hassan, Mona,Longing for the Lost Caliphate: A Transregional History,,,,"Princeton, New Jersey",Princeton University Press,2016-01-01,HEB34130.0001.001,,https://hdl.handle.net/2027/heb34130.0001.001,9781400883714
Haveman, Heather A.,"Magazines and the Making of America: Modernization, Community, and Print Culture, 1741–1860",,,,"Princeton, New Jersey",Princeton University Press,2015-01-01,HEB34126.0001.001,,https://hdl.handle.net/2027/heb34126.0001.001,9781400873883
Ahmed, Shahab Ahmed,What Is Islam?: The Importance of Being Islamic,,,,"Princeton, New Jersey",Princeton University Press,2015-01-01,HEB34125.0001.001,,https://hdl.handle.net/2027/heb34125.0001.001,9781400873586
Baics, Gergely,"Feeding Gotham: The Political Economy and Geography of Food in New York, 1790–1860",,,,"Princeton, New Jersey",Princeton University Press,2016-01-01,HEB34129.0001.001,,https://hdl.handle.net/2027/heb34129.0001.001,9781400883622
Koll, Anu,The Village and the Class War: Anti-Kulak Campaign in Estonia,,,,"Budapest, Hungary",Central European University Press,2013-01-01,HEB32278.0001.001,European 6: Russia & Eastern,https://hdl.handle.net/2027/heb32278.0001.001,9786155225512
Tismaneanu, Vladimir (Editor),The End and the Beginning: The Revolutions of 1989 and the Resurgence of History,,,,"Budapest, Hungary",Central European University Press,2012-01-01,HEB32286.0001.001,European 6: Russia & Eastern,https://hdl.handle.net/2027/heb32286.0001.001,9786155053672
Neumann, Victor (Editor),Key Concepts of Romanian History: Alternative Approaches to Socio-Political Languages,,,,"Budapest, Hungary",Central European University Press,2013-01-01,HEB32281.0001.001,European 6: Russia & Eastern,https://hdl.handle.net/2027/heb32281.0001.001,9786155225581
